Reading,Spelling,Comprehension,Mathematics,Remarks
60,80,74,80,['Child is very Inteligent']
47,22,36,47,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
45,33,27,39,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
29,36,44,45,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
47,44,35,30,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
47,30,44,40,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
44,35,28,49,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
35,44,25,27,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
36,45,40,47,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
32,45,48,36,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
54,64,48,84,"['Practice, the more  you read the better reader you become, do feed your mind']"
40,37,36,46,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
54,66,75,58,['Child is very Inteligent']
54,85,55,56,['Child is very Inteligent']
74,66,75,66,['Child is very Inteligent']
46,52,30,60,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
71,58,63,70,['Child is very Inteligent']
42,58,20,34,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
30,72,75,65,"['Practice, the more  you read the better reader you become, do feed your mind']"
54,60,73,64,['Child is very Inteligent']
27,28,43,41,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
37,49,33,39,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
32,39,47,40,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
60,80,74,80,['Child is very Inteligent']
64,86,66,80,['Child is very Inteligent']
88,82,50,88,['Child is inteligent but needs help from guidane also']
80,86,72,80,['Child is very Inteligent']
47,38,44,38,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
44,36,30,27,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
72,76,64,60,['Child is very Inteligent']
44,72,70,82,"['Practice, the more  you read the better reader you become, do feed your mind']"
37,36,35,27,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
54,86,40,80,"['Practice, the more  you read the better reader you become, do feed your mind']"
56,35,48,30,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
54,64,75,84,['Child is very Inteligent']
33,45,36,46,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
54,66,20,58,"['Practice, the more  you read the better reader you become, do feed your mind']"
38,47,40,30,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
72,66,52,66,['Child is very Inteligent']
85,68,70,60,['Child is very Inteligent']
18,18,30,33,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
65,58,65,85,['Child is very Inteligent']
30,72,2,34,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
54,60,15,34,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
68,90,76,94,['Child is very Inteligent']
62,88,74,90,['Child is very Inteligent']
40,38,33,45,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
64,86,66,80,['Child is very Inteligent']
40,35,35,37,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
80,86,72,80,['Child is very Inteligent']
35,41,40,34,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
36,46,44,35,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
72,76,64,60,['Child is very Inteligent']
44,72,70,82,"['Practice, the more  you read the better reader you become, do feed your mind']"
25,36,38,30,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
68,86,75,80,['Child is very Inteligent']
56,35,48,37,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
54,64,70,84,['Child is very Inteligent']
54,66,68,58,['Child is very Inteligent']
38,76,78,70,"['Practice, the more  you read the better reader you become, do feed your mind']"
78,66,38,66,"['Practice, the more  you read the better reader you become, do feed your mind']"
74,52,65,60,['Child is very Inteligent']
68,58,75,70,['Child is very Inteligent']
75,58,82,69,['Child is very Inteligent']
30,72,2,34,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
54,60,65,78,['Child is very Inteligent']
68,90,76,94,['Child is very Inteligent']
35,35,45,45,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
60,80,74,80,['Child is very Inteligent']
64,86,66,80,['Child is very Inteligent']
88,82,50,88,['Child is inteligent but needs help from guidane also']
80,86,72,80,['Child is very Inteligent']
35,40,45,36,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
40,36,40,36,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
72,76,64,60,['Child is very Inteligent']
36,45,35,42,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
37,48,40,42,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
37,35,48,30,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
54,64,48,84,"['Practice, the more  you read the better reader you become, do feed your mind']"
30,76,36,46,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
54,66,60,58,['Child is very Inteligent']
38,37,40,35,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
22,66,38,66,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
46,52,30,60,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
18,58,30,70,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
58,58,70,80,['Child is very Inteligent']
30,72,2,34,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
45,27,15,34,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
17,45,38,36,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
30,27,37,35,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
31,82,64,88,"['Practice, the more  you read the better reader you become, do feed your mind']"
30,48,37,39,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
58,72,68,80,['Child is very Inteligent']
57,92,80,60,['Child is very Inteligent']
22,84,68,76,"['Practice, the more  you read the better reader you become, do feed your mind']"
24,41,54,24,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Play mathematical games so that you can have fun and learn at the same time']"
24,56,48,20,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
66,56,58,72,['Child is very Inteligent']
78,66,75,60,['Child is very Inteligent']
22,32,40,40,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
17,44,42,48,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
16,12,28,28,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
5,8,14,28,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
45,30,32,38,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
94,88,76,86,['Child is very Inteligent']
88,82,72,40,['Play mathematical games so that you can have fun and learn at the same time']
92,82,70,72,['Child is very Inteligent']
34,25,37,45,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
37,30,32,44,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
92,82,74,68,['Child is very Inteligent']
94,86,80,58,['Child is very Inteligent']
86,96,72,66,['Child is very Inteligent']
39,45,42,30,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
44,25,33,38,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
98,70,62,54,['Child is very Inteligent']
40,45,36,40,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
82,78,52,88,['Child is very Inteligent']
39,36,30,27,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
39,48,35,22,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
41,32,36,44,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
86,92,76,74,['Child is very Inteligent']
64,84,66,32,['Play mathematical games so that you can have fun and learn at the same time']
78,50,50,80,['Child is inteligent but needs help from guidane also']
47,35,38,52,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
40,56,32,45,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
35,35,40,34,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
42,32,22,72,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
78,57,75,56,['Child is very Inteligent']
44,12,24,62,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
24,8,20,54,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
68,90,76,94,['Child is very Inteligent']
62,88,74,90,['Child is very Inteligent']
60,80,74,80,['Child is very Inteligent']
64,86,66,80,['Child is very Inteligent']
88,82,50,88,['Child is inteligent but needs help from guidane also']
80,86,72,80,['Child is very Inteligent']
66,72,72,76,['Child is very Inteligent']
52,76,56,80,['Child is very Inteligent']
72,76,64,60,['Child is very Inteligent']
44,35,36,32,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
54,84,50,68,['Child is inteligent but needs help from guidane also']
54,86,40,80,"['Practice, the more  you read the better reader you become, do feed your mind']"
56,82,48,70,"['Practice, the more  you read the better reader you become, do feed your mind']"
54,64,48,84,"['Practice, the more  you read the better reader you become, do feed your mind']"
36,24,36,46,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
54,66,20,58,"['Practice, the more  you read the better reader you become, do feed your mind']"
38,76,40,70,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
22,66,38,66,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
46,52,30,60,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
74,58,65,70,['Child is very Inteligent']
42,58,20,34,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
58,72,75,69,['Child is very Inteligent']
54,60,15,34,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
24,45,41,40,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
36,47,54,60,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary']"
37,60,65,32,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
66,94,78,86,['Child is very Inteligent']
50,45,54,40,"['Practice wide and wild reading to improve vocabulary', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
56,36,50,48,"['Practice wide and wild reading to improve vocabulary', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
62,90,56,70,['Child is very Inteligent']
52,40,54,50,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
50,60,30,52,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,45,54,42,"['Practice wide and wild reading to improve vocabulary', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
41,64,30,60,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
50,88,58,52,['Child is inteligent but needs help from guidane also']
50,66,52,50,['Child is inteligent but needs help from guidane also']
50,80,24,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
45,50,44,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,52,58,58,['Child is inteligent but needs help from guidane also']
28,64,40,64,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
74,50,40,52,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
32,45,40,26,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
34,50,58,26,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
32,28,30,34,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
26,10,32,41,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
34,50,58,26,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
45,51,25,38,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
36,50,62,47,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
45,57,36,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,47,50,36,"['Practice wide and wild reading to improve vocabulary', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
50,45,64,37,"['Practice wide and wild reading to improve vocabulary', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
80,96,56,96,['Child is very Inteligent']
39,50,60,44,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
44,39,58,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
37,50,34,53,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,37,39,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
54,41,42,55,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
58,50,42,44,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
37,50,52,38,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
51,49,44,50,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,55,50,37,"['Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
42,37,30,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
36,58,20,76,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind']"
50,65,54,50,['Child is inteligent but needs help from guidane also']
63,56,63,60,['Child is very Inteligent']
71,50,64,63,['Child is inteligent but needs help from guidane also']
55,70,72,66,['Child is very Inteligent']
65,60,50,44,"['Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
70,52,65,57,['Child is very Inteligent']
60,74,56,55,['Child is very Inteligent']
98,96,74,96,['Child is very Inteligent']
66,41,52,37,"['Practice wide and wild reading to improve vocabulary', 'Play mathematical games so that you can have fun and learn at the same time']"
94,80,54,84,['Child is very Inteligent']
50,41,52,50,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
45,50,50,37,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
80,90,54,86,['Child is very Inteligent']
54,50,50,45,"['Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
84,86,44,64,"['Practice, the more  you read the better reader you become, do feed your mind']"
50,65,28,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
54,57,23,56,"['Practice, the more  you read the better reader you become, do feed your mind']"
51,56,42,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
32,64,50,72,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,58,50,40,"['Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
62,51,20,64,"['Practice, the more  you read the better reader you become, do feed your mind']"
56,70,22,44,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
52,42,4,46,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
66,52,18,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
60,58,34,64,"['Practice, the more  you read the better reader you become, do feed your mind']"
56,46,18,30,"['Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
46,74,28,44,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
50,68,14,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
48,46,16,62,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice wide and wild reading to improve vocabulary', 'Practice, the more  you read the better reader you become, do feed your mind']"
72,80,55,68,['Child is very Inteligent']
95,81,67,92,['Child is very Inteligent']
93,85,72,84,['Child is very Inteligent']
51,60,40,36,"['Practice, the more  you read the better reader you become, do feed your mind', 'Play mathematical games so that you can have fun and learn at the same time']"
50,57,50,33,"['Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
50,55,55,38,"['Play mathematical games so that you can have fun and learn at the same time', 'Child is inteligent but needs help from guidane also']"
55,50,25,58,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
88,79,68,76,['Child is very Inteligent']
97,84,24,95,"['Practice, the more  you read the better reader you become, do feed your mind']"
54,50,21,60,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
47,50,30,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
51,50,21,54,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
71,71,60,74,['Child is very Inteligent']
64,66,74,61,['Child is very Inteligent']
47,50,38,50,"['Practice, the more  you read the better reader you become, do feed your mind', 'Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
50,51,21,74,"['Practice, the more  you read the better reader you become, do feed your mind', 'Child is inteligent but needs help from guidane also']"
52,65,23,56,"['Practice, the more  you read the better reader you become, do feed your mind']"
59,68,27,69,"['Practice, the more  you read the better reader you become, do feed your mind']"
68,72,7,65,"['Practice, the more  you read the better reader you become, do feed your mind']"
74,65,80,50,['Child is inteligent but needs help from guidane also']
65,70,55,60,['Child is very Inteligent']
50,37,50,50,"['Practice wide and wild reading to improve vocabulary', 'Child is inteligent but needs help from guidane also']"
69,70,66,74,['Child is very Inteligent']
97,84,66,85,['Child is very Inteligent']
